,serialid,id,date_str,degrees_from_mean,max_temp,min_temp,type,year,station_name,longitude,latitude,geometry,index_right,STATE,NAME,FIPS
79381,1013434,USC00316853,2013-10-06,8.23,31.7,16.7,Weak Hot,2013,PLYMOUTH 5 E,-76.6592,35.8722,POINT (-76.6592 35.8722),25,NC,North Carolina,37
79382,1013807,USC00316853,2013-10-05,8.23,31.7,17.2,Weak Hot,2013,PLYMOUTH 5 E,-76.6592,35.8722,POINT (-76.6592 35.8722),25,NC,North Carolina,37
79383,1019669,USC00316853,2013-02-17,-13.0,0.6,-2.8,Weak Cold,2013,PLYMOUTH 5 E,-76.6592,35.8722,POINT (-76.6592 35.8722),25,NC,North Carolina,37
79384,1020247,USC00316853,2013-08-15,-6.22,25.0,17.2,Weak Cold,2013,PLYMOUTH 5 E,-76.6592,35.8722,POINT (-76.6592 35.8722),25,NC,North Carolina,37
79385,1020600,USC00316853,2013-08-17,-6.22,25.0,18.3,Weak Cold,2013,PLYMOUTH 5 E,-76.6592,35.8722,POINT (-76.6592 35.8722),25,NC,North Carolina,37
79386,1020820,USC00316853,2013-08-16,-6.82,24.4,18.9,Weak Cold,2013,PLYMOUTH 5 E,-76.6592,35.8722,POINT (-76.6592 35.8722),25,NC,North Carolina,37
79387,1021582,USC00316853,2013-11-01,14.01,25.6,19.4,Weak Hot,2013,PLYMOUTH 5 E,-76.6592,35.8722,POINT (-76.6592 35.8722),25,NC,North Carolina,37
79388,1022041,USC00316853,2013-05-05,-10.22,16.7,9.4,Weak Cold,2013,PLYMOUTH 5 E,-76.6592,35.8722,POINT (-76.6592 35.8722),25,NC,North Carolina,37
79389,1022792,USC00316853,2013-05-04,-10.82,16.1,10.0,Weak Cold,2013,PLYMOUTH 5 E,-76.6592,35.8722,POINT (-76.6592 35.8722),25,NC,North Carolina,37
79390,1503371,USC00316853,2012-01-27,13.22,20.0,13.3,Weak Hot,2012,PLYMOUTH 5 E,-76.6592,35.8722,POINT (-76.6592 35.8722),25,NC,North Carolina,37
79391,1504819,USC00316853,2012-05-29,7.67,28.9,21.1,Weak Hot,2012,PLYMOUTH 5 E,-76.6592,35.8722,POINT (-76.6592 35.8722),25,NC,North Carolina,37
79392,1510719,USC00316853,2012-03-15,10.21,28.3,10.0,Weak Hot,2012,PLYMOUTH 5 E,-76.6592,35.8722,POINT (-76.6592 35.8722),25,NC,North Carolina,37
79393,1526168,USC00316853,2012-10-31,-10.17,13.3,3.9,Weak Cold,2012,PLYMOUTH 5 E,-76.6592,35.8722,POINT (-76.6592 35.8722),25,NC,North Carolina,37
79394,1526539,USC00316853,2012-10-30,-14.57,8.9,5.0,Weak Cold,2012,PLYMOUTH 5 E,-76.6592,35.8722,POINT (-76.6592 35.8722),25,NC,North Carolina,37
79395,1527055,USC00316853,2012-11-25,-10.39,9.4,-5.0,Weak Cold,2012,PLYMOUTH 5 E,-76.6592,35.8722,POINT (-76.6592 35.8722),25,NC,North Carolina,37
79396,1529958,USC00316853,2012-03-29,13.42,26.7,17.8,Weak Hot,2012,PLYMOUTH 5 E,-76.6592,35.8722,POINT (-76.6592 35.8722),25,NC,North Carolina,37
79397,1535159,USC00316853,2012-03-23,10.21,28.3,13.9,Weak Hot,2012,PLYMOUTH 5 E,-76.6592,35.8722,POINT (-76.6592 35.8722),25,NC,North Carolina,37
79398,1535919,USC00316853,2012-09-08,6.07,31.1,22.8,Weak Hot,2012,PLYMOUTH 5 E,-76.6592,35.8722,POINT (-76.6592 35.8722),25,NC,North Carolina,37
79399,1536320,USC00316853,2012-09-01,12.46,34.4,23.3,Strong Hot,2012,PLYMOUTH 5 E,-76.6592,35.8722,POINT (-76.6592 35.8722),25,NC,North Carolina,37
79400,1537084,USC00316853,2012-09-02,6.07,32.8,22.8,Weak Hot,2012,PLYMOUTH 5 E,-76.6592,35.8722,POINT (-76.6592 35.8722),25,NC,North Carolina,37
79401,1539948,USC00316853,2012-09-06,6.07,32.2,22.8,Weak Hot,2012,PLYMOUTH 5 E,-76.6592,35.8722,POINT (-76.6592 35.8722),25,NC,North Carolina,37
79402,1541326,USC00316853,2012-10-03,10.21,28.9,20.6,Weak Hot,2012,PLYMOUTH 5 E,-76.6592,35.8722,POINT (-76.6592 35.8722),25,NC,North Carolina,37
79403,1546910,USC00316853,2012-07-27,5.74,36.1,26.1,Weak Hot,2012,PLYMOUTH 5 E,-76.6592,35.8722,POINT (-76.6592 35.8722),25,NC,North Carolina,37
79404,1547764,USC00316853,2012-07-06,4.67,36.7,22.8,Weak Hot,2012,PLYMOUTH 5 E,-76.6592,35.8722,POINT (-76.6592 35.8722),25,NC,North Carolina,37
79405,1548292,USC00316853,2012-07-07,4.67,36.7,23.9,Weak Hot,2012,PLYMOUTH 5 E,-76.6592,35.8722,POINT (-76.6592 35.8722),25,NC,North Carolina,37
79406,1548838,USC00316853,2012-07-04,5.77,37.8,22.8,Weak Hot,2012,PLYMOUTH 5 E,-76.6592,35.8722,POINT (-76.6592 35.8722),25,NC,North Carolina,37
79407,1558390,USC00316853,2012-02-24,13.65,23.9,14.4,Weak Hot,2012,PLYMOUTH 5 E,-76.6592,35.8722,POINT (-76.6592 35.8722),25,NC,North Carolina,37
79408,1559925,USC00316853,2012-06-29,6.27,36.7,21.1,Weak Hot,2012,PLYMOUTH 5 E,-76.6592,35.8722,POINT (-76.6592 35.8722),25,NC,North Carolina,37
79409,1565232,USC00316853,2012-03-03,11.72,18.9,16.1,Weak Hot,2012,PLYMOUTH 5 E,-76.6592,35.8722,POINT (-76.6592 35.8722),25,NC,North Carolina,37
79410,1565378,USC00316853,2012-03-01,13.42,26.1,17.8,Weak Hot,2012,PLYMOUTH 5 E,-76.6592,35.8722,POINT (-76.6592 35.8722),25,NC,North Carolina,37
79411,1569376,USC00316853,2012-04-27,9.19,25.0,17.8,Weak Hot,2012,PLYMOUTH 5 E,-76.6592,35.8722,POINT (-76.6592 35.8722),25,NC,North Carolina,37
79412,1574594,USC00316853,2012-07-05,11.01,37.8,25.6,Strong Hot,2012,PLYMOUTH 5 E,-76.6592,35.8722,POINT (-76.6592 35.8722),25,NC,North Carolina,37
79413,1575885,USC00316853,2012-07-01,5.77,37.8,20.6,Weak Hot,2012,PLYMOUTH 5 E,-76.6592,35.8722,POINT (-76.6592 35.8722),25,NC,North Carolina,37
79414,1576506,USC00316853,2012-07-08,9.31,36.7,25.0,Strong Hot,2012,PLYMOUTH 5 E,-76.6592,35.8722,POINT (-76.6592 35.8722),25,NC,North Carolina,37
79415,1576891,USC00316853,2012-07-09,4.67,36.7,24.4,Weak Hot,2012,PLYMOUTH 5 E,-76.6592,35.8722,POINT (-76.6592 35.8722),25,NC,North Carolina,37
79601,967994,USC00315340,2013-04-12,8.77,26.7,15.6,Weak Hot,2013,MARION 2 NW,-82.0289,35.7072,POINT (-82.0289 35.7072),25,NC,North Carolina,37
79602,969345,USC00315340,2013-12-23,13.35,17.8,12.2,Weak Hot,2013,MARION 2 NW,-82.0289,35.7072,POINT (-82.0289 35.7072),25,NC,North Carolina,37
79603,970568,USC00315340,2013-04-19,8.77,24.4,15.6,Weak Hot,2013,MARION 2 NW,-82.0289,35.7072,POINT (-82.0289 35.7072),25,NC,North Carolina,37
79604,979172,USC00315340,2013-10-26,-11.77,9.4,-2.2,Weak Cold,2013,MARION 2 NW,-82.0289,35.7072,POINT (-82.0289 35.7072),25,NC,North Carolina,37
79605,989078,USC00315340,2013-11-28,-10.07,6.1,-7.8,Weak Cold,2013,MARION 2 NW,-82.0289,35.7072,POINT (-82.0289 35.7072),25,NC,North Carolina,37
79606,991092,USC00315340,2013-11-26,-14.33,2.2,-3.3,Weak Cold,2013,MARION 2 NW,-82.0289,35.7072,POINT (-82.0289 35.7072),25,NC,North Carolina,37
79607,992418,USC00315340,2013-11-25,-12.63,3.9,-7.2,Weak Cold,2013,MARION 2 NW,-82.0289,35.7072,POINT (-82.0289 35.7072),25,NC,North Carolina,37
79608,994828,USC00315340,2013-12-07,11.74,23.3,8.3,Weak Hot,2013,MARION 2 NW,-82.0289,35.7072,POINT (-82.0289 35.7072),25,NC,North Carolina,37
79609,1000746,USC00315340,2013-09-26,-9.58,17.2,14.4,Weak Cold,2013,MARION 2 NW,-82.0289,35.7072,POINT (-82.0289 35.7072),25,NC,North Carolina,37
79610,1005389,USC00315340,2013-01-12,10.19,8.9,7.2,Weak Hot,2013,MARION 2 NW,-82.0289,35.7072,POINT (-82.0289 35.7072),25,NC,North Carolina,37
79611,1006094,USC00315340,2013-01-13,11.29,18.3,8.3,Weak Hot,2013,MARION 2 NW,-82.0289,35.7072,POINT (-82.0289 35.7072),25,NC,North Carolina,37
79612,1007588,USC00315340,2013-01-14,25.71,22.2,10.0,Strong Hot,2013,MARION 2 NW,-82.0289,35.7072,POINT (-82.0289 35.7072),25,NC,North Carolina,37
79613,1008637,USC00315340,2013-05-16,6.49,32.2,12.8,Weak Hot,2013,MARION 2 NW,-82.0289,35.7072,POINT (-82.0289 35.7072),25,NC,North Carolina,37
79614,1012677,USC00315340,2013-04-05,-16.1,6.1,2.2,Weak Cold,2013,MARION 2 NW,-82.0289,35.7072,POINT (-82.0289 35.7072),25,NC,North Carolina,37
79615,1013458,USC00315340,2013-10-06,7.73,28.9,15.0,Weak Hot,2013,MARION 2 NW,-82.0289,35.7072,POINT (-82.0289 35.7072),25,NC,North Carolina,37
79616,1014933,USC00315340,2013-10-03,7.73,28.9,13.9,Weak Hot,2013,MARION 2 NW,-82.0289,35.7072,POINT (-82.0289 35.7072),25,NC,North Carolina,37
79617,1020070,USC00315340,2013-08-18,-9.94,20.0,16.7,Weak Cold,2013,MARION 2 NW,-82.0289,35.7072,POINT (-82.0289 35.7072),25,NC,North Carolina,37
79618,1020835,USC00315340,2013-08-16,-8.24,21.7,14.4,Weak Cold,2013,MARION 2 NW,-82.0289,35.7072,POINT (-82.0289 35.7072),25,NC,North Carolina,37
79619,1022103,USC00315340,2013-05-05,-14.01,11.7,8.3,Weak Cold,2013,MARION 2 NW,-82.0289,35.7072,POINT (-82.0289 35.7072),25,NC,North Carolina,37
79620,1022854,USC00315340,2013-05-04,-10.71,15.0,8.9,Weak Cold,2013,MARION 2 NW,-82.0289,35.7072,POINT (-82.0289 35.7072),25,NC,North Carolina,37
79621,1023772,USC00315340,2013-05-06,-14.01,11.7,7.8,Weak Cold,2013,MARION 2 NW,-82.0289,35.7072,POINT (-82.0289 35.7072),25,NC,North Carolina,37
79622,1024713,USC00315340,2013-05-03,-11.31,14.4,11.7,Weak Cold,2013,MARION 2 NW,-82.0289,35.7072,POINT (-82.0289 35.7072),25,NC,North Carolina,37
79623,1520161,USC00315340,2012-07-10,4.75,33.9,22.8,Weak Hot,2012,MARION 2 NW,-82.0289,35.7072,POINT (-82.0289 35.7072),25,NC,North Carolina,37
79624,1520296,USC00315340,2012-07-13,-10.85,20.0,18.3,Weak Cold,2012,MARION 2 NW,-82.0289,35.7072,POINT (-82.0289 35.7072),25,NC,North Carolina,37
79625,1520478,USC00315340,2012-07-12,-9.15,21.7,12.2,Weak Cold,2012,MARION 2 NW,-82.0289,35.7072,POINT (-82.0289 35.7072),25,NC,North Carolina,37
79626,1523274,USC00315340,2012-12-03,10.64,22.2,1.1,Weak Hot,2012,MARION 2 NW,-82.0289,35.7072,POINT (-82.0289 35.7072),25,NC,North Carolina,37
79627,1524408,USC00315340,2012-12-04,11.24,22.8,5.6,Weak Hot,2012,MARION 2 NW,-82.0289,35.7072,POINT (-82.0289 35.7072),25,NC,North Carolina,37
79628,1525186,USC00315340,2012-12-05,11.74,23.3,5.6,Weak Hot,2012,MARION 2 NW,-82.0289,35.7072,POINT (-82.0289 35.7072),25,NC,North Carolina,37
79629,1526196,USC00315340,2012-10-31,-13.37,7.8,4.4,Weak Cold,2012,MARION 2 NW,-82.0289,35.7072,POINT (-82.0289 35.7072),25,NC,North Carolina,37
79630,1526573,USC00315340,2012-10-30,-13.37,7.8,5.0,Weak Cold,2012,MARION 2 NW,-82.0289,35.7072,POINT (-82.0289 35.7072),25,NC,North Carolina,37
79631,1537141,USC00315340,2012-09-02,7.05,30.6,21.1,Weak Hot,2012,MARION 2 NW,-82.0289,35.7072,POINT (-82.0289 35.7072),25,NC,North Carolina,37
79632,1537848,USC00315340,2012-09-03,7.05,31.1,21.1,Weak Hot,2012,MARION 2 NW,-82.0289,35.7072,POINT (-82.0289 35.7072),25,NC,North Carolina,37
79633,1538614,USC00315340,2012-09-04,7.05,27.8,21.1,Weak Hot,2012,MARION 2 NW,-82.0289,35.7072,POINT (-82.0289 35.7072),25,NC,North Carolina,37
79634,1539327,USC00315340,2012-09-05,7.05,23.3,21.1,Weak Hot,2012,MARION 2 NW,-82.0289,35.7072,POINT (-82.0289 35.7072),25,NC,North Carolina,37
79635,1539973,USC00315340,2012-09-06,7.05,27.8,21.1,Weak Hot,2012,MARION 2 NW,-82.0289,35.7072,POINT (-82.0289 35.7072),25,NC,North Carolina,37
79636,1540806,USC00315340,2012-10-09,-11.77,9.4,8.3,Weak Cold,2012,MARION 2 NW,-82.0289,35.7072,POINT (-82.0289 35.7072),25,NC,North Carolina,37
79637,1575164,USC00315340,2012-07-02,7.45,38.3,18.9,Weak Hot,2012,MARION 2 NW,-82.0289,35.7072,POINT (-82.0289 35.7072),25,NC,North Carolina,37
79638,1575921,USC00315340,2012-07-01,10.0,36.7,22.2,Strong Hot,2012,MARION 2 NW,-82.0289,35.7072,POINT (-82.0289 35.7072),25,NC,North Carolina,37
79639,1576905,USC00315340,2012-07-09,10.5,37.2,22.2,Strong Hot,2012,MARION 2 NW,-82.0289,35.7072,POINT (-82.0289 35.7072),25,NC,North Carolina,37
79945,968027,USC00318744,2013-04-12,8.11,25.6,16.7,Weak Hot,2013,TRYON,-82.2517,35.2058,POINT (-82.2517 35.2058),25,NC,North Carolina,37
79946,969387,USC00318744,2013-12-23,12.21,18.9,13.3,Weak Hot,2013,TRYON,-82.2517,35.2058,POINT (-82.2517 35.2058),25,NC,North Carolina,37
79947,973008,USC00318744,2013-04-11,8.11,28.9,16.7,Weak Hot,2013,TRYON,-82.2517,35.2058,POINT (-82.2517 35.2058),25,NC,North Carolina,37
79948,973453,USC00318744,2013-09-03,5.42,30.0,21.1,Weak Hot,2013,TRYON,-82.2517,35.2058,POINT (-82.2517 35.2058),25,NC,North Carolina,37
79949,975985,USC00318744,2013-08-20,-8.85,21.7,18.3,Weak Cold,2013,TRYON,-82.2517,35.2058,POINT (-82.2517 35.2058),25,NC,North Carolina,37
79950,979200,USC00318744,2013-10-26,-10.69,11.7,0.6,Weak Cold,2013,TRYON,-82.2517,35.2058,POINT (-82.2517 35.2058),25,NC,North Carolina,37
79951,981046,USC00318744,2013-04-29,-11.28,11.7,8.9,Weak Cold,2013,TRYON,-82.2517,35.2058,POINT (-82.2517 35.2058),25,NC,North Carolina,37
79952,987069,USC00318744,2013-03-04,-13.16,5.0,-2.8,Weak Cold,2013,TRYON,-82.2517,35.2058,POINT (-82.2517 35.2058),25,NC,North Carolina,37
79953,989150,USC00318744,2013-11-28,-12.81,4.4,-4.4,Weak Cold,2013,TRYON,-82.2517,35.2058,POINT (-82.2517 35.2058),25,NC,North Carolina,37
79954,991121,USC00318744,2013-11-26,-13.31,3.9,-3.3,Weak Cold,2013,TRYON,-82.2517,35.2058,POINT (-82.2517 35.2058),25,NC,North Carolina,37
79955,992501,USC00318744,2013-11-25,-11.61,5.6,-3.3,Weak Cold,2013,TRYON,-82.2517,35.2058,POINT (-82.2517 35.2058),25,NC,North Carolina,37
79956,995600,USC00318744,2013-12-06,12.81,19.4,13.9,Weak Hot,2013,TRYON,-82.2517,35.2058,POINT (-82.2517 35.2058),25,NC,North Carolina,37
79957,1000766,USC00318744,2013-09-26,-10.56,16.7,14.4,Weak Cold,2013,TRYON,-82.2517,35.2058,POINT (-82.2517 35.2058),25,NC,North Carolina,37
79958,1006185,USC00318744,2013-01-13,12.68,21.1,12.2,Weak Hot,2013,TRYON,-82.2517,35.2058,POINT (-82.2517 35.2058),25,NC,North Carolina,37
79959,1007666,USC00318744,2013-01-14,15.48,18.9,15.0,Weak Hot,2013,TRYON,-82.2517,35.2058,POINT (-82.2517 35.2058),25,NC,North Carolina,37
79960,1012712,USC00318744,2013-04-05,-17.98,5.0,1.7,Weak Cold,2013,TRYON,-82.2517,35.2058,POINT (-82.2517 35.2058),25,NC,North Carolina,37
79961,1013277,USC00318744,2013-10-07,7.01,29.4,17.8,Weak Hot,2013,TRYON,-82.2517,35.2058,POINT (-82.2517 35.2058),25,NC,North Carolina,37
79962,1013500,USC00318744,2013-10-06,7.01,29.4,17.8,Weak Hot,2013,TRYON,-82.2517,35.2058,POINT (-82.2517 35.2058),25,NC,North Carolina,37
79963,1013912,USC00318744,2013-10-05,9.33,28.9,18.9,Weak Hot,2013,TRYON,-82.2517,35.2058,POINT (-82.2517 35.2058),25,NC,North Carolina,37
79964,1018020,USC00318744,2013-03-25,-12.56,5.6,1.1,Weak Cold,2013,TRYON,-82.2517,35.2058,POINT (-82.2517 35.2058),25,NC,North Carolina,37
79965,1019932,USC00318744,2013-08-19,-8.35,22.2,17.2,Weak Cold,2013,TRYON,-82.2517,35.2058,POINT (-82.2517 35.2058),25,NC,North Carolina,37
79966,1020091,USC00318744,2013-08-18,-11.65,18.9,16.1,Weak Cold,2013,TRYON,-82.2517,35.2058,POINT (-82.2517 35.2058),25,NC,North Carolina,37
79967,1020642,USC00318744,2013-08-17,-9.45,21.1,15.6,Weak Cold,2013,TRYON,-82.2517,35.2058,POINT (-82.2517 35.2058),25,NC,North Carolina,37
79968,1020865,USC00318744,2013-08-16,-9.95,20.6,16.1,Weak Cold,2013,TRYON,-82.2517,35.2058,POINT (-82.2517 35.2058),25,NC,North Carolina,37
79969,1021648,USC00318744,2013-11-01,10.86,19.4,15.6,Weak Hot,2013,TRYON,-82.2517,35.2058,POINT (-82.2517 35.2058),25,NC,North Carolina,37
79970,1022190,USC00318744,2013-05-05,-11.42,15.0,8.9,Weak Cold,2013,TRYON,-82.2517,35.2058,POINT (-82.2517 35.2058),25,NC,North Carolina,37
79971,1022960,USC00318744,2013-05-04,-11.42,15.0,8.9,Weak Cold,2013,TRYON,-82.2517,35.2058,POINT (-82.2517 35.2058),25,NC,North Carolina,37
79972,1023810,USC00318744,2013-05-06,-14.22,12.2,7.8,Weak Cold,2013,TRYON,-82.2517,35.2058,POINT (-82.2517 35.2058),25,NC,North Carolina,37
79973,1024833,USC00318744,2013-05-03,-12.02,14.4,11.7,Weak Cold,2013,TRYON,-82.2517,35.2058,POINT (-82.2517 35.2058),25,NC,North Carolina,37
79974,1504282,USC00318744,2012-05-28,7.57,27.8,20.6,Weak Hot,2012,TRYON,-82.2517,35.2058,POINT (-82.2517 35.2058),25,NC,North Carolina,37
79975,1504939,USC00318744,2012-05-29,6.97,27.2,20.0,Weak Hot,2012,TRYON,-82.2517,35.2058,POINT (-82.2517 35.2058),25,NC,North Carolina,37
79976,1506757,USC00318744,2012-05-27,8.07,30.0,21.1,Weak Hot,2012,TRYON,-82.2517,35.2058,POINT (-82.2517 35.2058),25,NC,North Carolina,37
79977,1510885,USC00318744,2012-03-15,11.19,26.7,15.6,Weak Hot,2012,TRYON,-82.2517,35.2058,POINT (-82.2517 35.2058),25,NC,North Carolina,37
79978,1513149,USC00318744,2012-03-16,10.14,28.3,14.4,Weak Hot,2012,TRYON,-82.2517,35.2058,POINT (-82.2517 35.2058),25,NC,North Carolina,37
79979,1514886,USC00318744,2012-06-07,-10.27,19.4,14.4,Weak Cold,2012,TRYON,-82.2517,35.2058,POINT (-82.2517 35.2058),25,NC,North Carolina,37
79980,1516131,USC00318744,2012-04-17,8.61,27.2,17.2,Weak Hot,2012,TRYON,-82.2517,35.2058,POINT (-82.2517 35.2058),25,NC,North Carolina,37
79981,1520316,USC00318744,2012-07-13,-10.17,21.1,17.8,Weak Cold,2012,TRYON,-82.2517,35.2058,POINT (-82.2517 35.2058),25,NC,North Carolina,37
79982,1526233,USC00318744,2012-10-31,-10.69,11.7,4.4,Weak Cold,2012,TRYON,-82.2517,35.2058,POINT (-82.2517 35.2058),25,NC,North Carolina,37
79983,1526618,USC00318744,2012-10-30,-10.69,11.7,4.4,Weak Cold,2012,TRYON,-82.2517,35.2058,POINT (-82.2517 35.2058),25,NC,North Carolina,37
79984,1530576,USC00318744,2012-03-24,11.69,24.4,16.1,Weak Hot,2012,TRYON,-82.2517,35.2058,POINT (-82.2517 35.2058),25,NC,North Carolina,37
79985,1532657,USC00318744,2012-03-20,12.29,27.8,16.7,Weak Hot,2012,TRYON,-82.2517,35.2058,POINT (-82.2517 35.2058),25,NC,North Carolina,37
79986,1533562,USC00318744,2012-03-21,21.93,28.9,15.6,Strong Hot,2012,TRYON,-82.2517,35.2058,POINT (-82.2517 35.2058),25,NC,North Carolina,37
79987,1536477,USC00318744,2012-09-01,7.12,32.8,22.8,Weak Hot,2012,TRYON,-82.2517,35.2058,POINT (-82.2517 35.2058),25,NC,North Carolina,37
79988,1537213,USC00318744,2012-09-02,6.52,32.8,22.2,Weak Hot,2012,TRYON,-82.2517,35.2058,POINT (-82.2517 35.2058),25,NC,North Carolina,37
79989,1537941,USC00318744,2012-09-03,6.02,32.2,21.7,Weak Hot,2012,TRYON,-82.2517,35.2058,POINT (-82.2517 35.2058),25,NC,North Carolina,37
79990,1539420,USC00318744,2012-09-05,5.42,23.9,21.1,Weak Hot,2012,TRYON,-82.2517,35.2058,POINT (-82.2517 35.2058),25,NC,North Carolina,37
79991,1540027,USC00318744,2012-09-06,6.52,27.8,22.2,Weak Hot,2012,TRYON,-82.2517,35.2058,POINT (-82.2517 35.2058),25,NC,North Carolina,37
79992,1540429,USC00318744,2012-09-07,5.42,30.6,21.1,Weak Hot,2012,TRYON,-82.2517,35.2058,POINT (-82.2517 35.2058),25,NC,North Carolina,37
79993,1540820,USC00318744,2012-10-09,-12.39,10.0,7.8,Weak Cold,2012,TRYON,-82.2517,35.2058,POINT (-82.2517 35.2058),25,NC,North Carolina,37
79994,1543082,USC00318744,2012-06-30,10.95,35.6,22.2,Strong Hot,2012,TRYON,-82.2517,35.2058,POINT (-82.2517 35.2058),25,NC,North Carolina,37
79995,1549581,USC00318744,2012-05-14,-10.32,16.1,13.9,Weak Cold,2012,TRYON,-82.2517,35.2058,POINT (-82.2517 35.2058),25,NC,North Carolina,37
79996,1551457,USC00318744,2012-01-04,-11.65,-0.6,-6.1,Weak Cold,2012,TRYON,-82.2517,35.2058,POINT (-82.2517 35.2058),25,NC,North Carolina,37
79997,1554466,USC00318744,2012-11-07,-11.11,6.1,2.8,Weak Cold,2012,TRYON,-82.2517,35.2058,POINT (-82.2517 35.2058),25,NC,North Carolina,37
79998,1556947,USC00318744,2012-03-30,22.43,28.9,16.1,Strong Hot,2012,TRYON,-82.2517,35.2058,POINT (-82.2517 35.2058),25,NC,North Carolina,37
79999,1558008,USC00318744,2012-02-29,10.56,19.4,11.1,Weak Hot,2012,TRYON,-82.2517,35.2058,POINT (-82.2517 35.2058),25,NC,North Carolina,37
80000,1558277,USC00318744,2012-02-25,10.74,23.9,1.7,Weak Hot,2012,TRYON,-82.2517,35.2058,POINT (-82.2517 35.2058),25,NC,North Carolina,37
80001,1559219,USC00318744,2012-10-10,-10.19,12.2,8.3,Weak Cold,2012,TRYON,-82.2517,35.2058,POINT (-82.2517 35.2058),25,NC,North Carolina,37
80002,1560088,USC00318744,2012-06-29,5.02,35.0,22.2,Weak Hot,2012,TRYON,-82.2517,35.2058,POINT (-82.2517 35.2058),25,NC,North Carolina,37
80003,1561483,USC00318744,2012-06-22,5.02,32.2,22.2,Weak Hot,2012,TRYON,-82.2517,35.2058,POINT (-82.2517 35.2058),25,NC,North Carolina,37
80004,1574711,USC00318744,2012-07-05,4.83,32.8,24.4,Weak Hot,2012,TRYON,-82.2517,35.2058,POINT (-82.2517 35.2058),25,NC,North Carolina,37
80005,1575211,USC00318744,2012-07-02,6.53,37.8,18.9,Weak Hot,2012,TRYON,-82.2517,35.2058,POINT (-82.2517 35.2058),25,NC,North Carolina,37
80006,1575986,USC00318744,2012-07-01,12.56,37.8,25.6,Strong Hot,2012,TRYON,-82.2517,35.2058,POINT (-82.2517 35.2058),25,NC,North Carolina,37
80007,1576594,USC00318744,2012-07-08,4.83,35.0,24.4,Weak Hot,2012,TRYON,-82.2517,35.2058,POINT (-82.2517 35.2058),25,NC,North Carolina,37
80008,1576940,USC00318744,2012-07-09,4.83,36.7,24.4,Weak Hot,2012,TRYON,-82.2517,35.2058,POINT (-82.2517 35.2058),25,NC,North Carolina,37
80009,968028,USC00316805,2013-04-12,9.89,23.3,13.9,Weak Hot,2013,PISGAH FOREST 3 NE,-82.6475,35.2719,POINT (-82.6475 35.2719),25,NC,North Carolina,37
80010,969388,USC00316805,2013-12-23,14.33,18.3,11.1,Weak Hot,2013,PISGAH FOREST 3 NE,-82.6475,35.2719,POINT (-82.6475 35.2719),25,NC,North Carolina,37
80011,969658,USC00316805,2013-12-22,14.33,18.3,11.1,Weak Hot,2013,PISGAH FOREST 3 NE,-82.6475,35.2719,POINT (-82.6475 35.2719),25,NC,North Carolina,37
80012,979036,USC00316805,2013-10-27,-10.57,13.3,-5.6,Weak Cold,2013,PISGAH FOREST 3 NE,-82.6475,35.2719,POINT (-82.6475 35.2719),25,NC,North Carolina,37
80013,979201,USC00316805,2013-10-26,-10.06,10.6,-4.4,Weak Cold,2013,PISGAH FOREST 3 NE,-82.6475,35.2719,POINT (-82.6475 35.2719),25,NC,North Carolina,37
80014,985708,USC00316805,2013-01-30,10.78,20.0,1.1,Weak Hot,2013,PISGAH FOREST 3 NE,-82.6475,35.2719,POINT (-82.6475 35.2719),25,NC,North Carolina,37
80015,989154,USC00316805,2013-11-28,-13.96,1.7,-8.3,Weak Cold,2013,PISGAH FOREST 3 NE,-82.6475,35.2719,POINT (-82.6475 35.2719),25,NC,North Carolina,37
80016,989633,USC00316805,2013-11-29,-8.77,11.1,-8.9,Weak Cold,2013,PISGAH FOREST 3 NE,-82.6475,35.2719,POINT (-82.6475 35.2719),25,NC,North Carolina,37
80017,995603,USC00316805,2013-12-06,16.53,19.4,13.3,Weak Hot,2013,PISGAH FOREST 3 NE,-82.6475,35.2719,POINT (-82.6475 35.2719),25,NC,North Carolina,37
80018,1000769,USC00316805,2013-09-26,-9.26,16.1,13.3,Weak Cold,2013,PISGAH FOREST 3 NE,-82.6475,35.2719,POINT (-82.6475 35.2719),25,NC,North Carolina,37
80019,1005484,USC00316805,2013-01-12,14.71,15.0,10.0,Weak Hot,2013,PISGAH FOREST 3 NE,-82.6475,35.2719,POINT (-82.6475 35.2719),25,NC,North Carolina,37
80020,1006188,USC00316805,2013-01-13,27.69,22.2,10.0,Strong Hot,2013,PISGAH FOREST 3 NE,-82.6475,35.2719,POINT (-82.6475 35.2719),25,NC,North Carolina,37
80021,1007671,USC00316805,2013-01-14,27.09,22.2,9.4,Strong Hot,2013,PISGAH FOREST 3 NE,-82.6475,35.2719,POINT (-82.6475 35.2719),25,NC,North Carolina,37
80022,1012716,USC00316805,2013-04-05,-16.32,3.9,0.6,Weak Cold,2013,PISGAH FOREST 3 NE,-82.6475,35.2719,POINT (-82.6475 35.2719),25,NC,North Carolina,37
80023,1020092,USC00316805,2013-08-18,-9.91,18.3,15.0,Weak Cold,2013,PISGAH FOREST 3 NE,-82.6475,35.2719,POINT (-82.6475 35.2719),25,NC,North Carolina,37
80024,1020867,USC00316805,2013-08-16,-9.91,18.3,13.3,Weak Cold,2013,PISGAH FOREST 3 NE,-82.6475,35.2719,POINT (-82.6475 35.2719),25,NC,North Carolina,37
